Player,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Brandon Boston Jr.,LAC,LAC @ DET,03/13/2022,W,7,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,0,1,0,1,-6
Isaiah Hartenstein,LAC,LAC @ DET,03/13/2022,W,17,12,5,7,71.4,0,0,-,2,4,50.0,2,2,4,2,0,0,0,0,-4
Taj Gibson,NYK,NYK @ BKN,03/13/2022,L,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-6
Tyrone Wallace,NOP,NOP vs. HOU,03/13/2022,W,20,7,3,6,50.0,1,2,50.0,0,3,0.0,0,2,2,0,0,0,0,1,2
Steven Adams,MEM,MEM @ OKC,03/13/2022,W,25,9,4,7,57.1,0,1,0.0,1,1,100,7,9,16,2,0,1,2,1,14
Shai Gilgeous-Alexander,OKC,OKC vs. MEM,03/13/2022,L,38,31,9,20,45.0,1,5,20.0,12,12,100,0,6,6,7,2,3,1,5,-15
Jaren Jackson Jr.,MEM,MEM @ OKC,03/13/2022,W,30,18,5,13,38.5,2,4,50.0,6,6,100,2,3,5,2,0,1,1,3,20
Ja Morant,MEM,MEM @ OKC,03/13/2022,W,33,17,7,14,50.0,0,2,0.0,3,5,60.0,1,4,5,10,0,0,3,1,1
Isaiah Roby,OKC,OKC vs. MEM,03/13/2022,L,16,6,2,7,28.6,0,3,0.0,2,2,100,0,4,4,0,0,0,1,2,-11
Ziaire Williams,MEM,MEM @ OKC,03/13/2022,W,22,11,4,8,50.0,3,5,60.0,0,0,-,2,1,3,3,1,1,1,3,-5
Olivier Sarr,OKC,OKC vs. MEM,03/13/2022,L,16,2,1,3,33.3,0,1,0.0,0,0,-,4,0,4,0,1,0,2,4,-4
LeBron James,LAL,LAL @ PHX,03/13/2022,L,30,31,10,20,50.0,5,11,45.5,6,7,85.7,0,7,7,6,0,1,4,0,-16
Bruno Fernando,HOU,HOU @ NOP,03/13/2022,L,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,2,-1
David Nwaba,HOU,HOU @ NOP,03/13/2022,L,14,15,5,6,83.3,2,2,100,3,6,50.0,1,0,1,1,1,1,0,1,-3
Marvin Bagley III,DET,DET vs. LAC,03/13/2022,L,32,15,7,13,53.8,0,1,0.0,1,2,50.0,3,5,8,3,0,0,1,3,1
Terance Mann,LAC,LAC @ DET,03/13/2022,W,23,6,2,3,66.7,0,0,-,2,2,100,1,3,4,2,1,0,0,3,-8
Saben Lee,DET,DET vs. LAC,03/13/2022,L,17,2,1,2,50.0,0,0,-,0,0,-,0,0,0,4,0,0,0,1,-4
Isaiah Livers,DET,DET vs. LAC,03/13/2022,L,27,9,3,5,60.0,3,4,75.0,0,0,-,2,3,5,1,0,1,0,2,-10
Cade Cunningham,DET,DET vs. LAC,03/13/2022,L,44,23,10,20,50.0,0,3,0.0,3,3,100,0,9,9,10,0,2,3,1,1
Dwight Powell,DAL,DAL @ BOS,03/13/2022,W,23,4,1,3,33.3,0,1,0.0,2,2,100,1,2,3,2,0,1,2,3,-9
Cameron Payne,PHX,PHX vs. LAL,03/13/2022,W,24,9,4,10,40.0,1,3,33.3,0,0,-,0,4,4,11,0,0,0,1,35
Devin Booker,PHX,PHX vs. LAL,03/13/2022,W,32,30,12,25,48.0,4,10,40.0,2,2,100,0,2,2,10,4,0,2,4,38
Elfrid Payton,PHX,PHX vs. LAL,03/13/2022,W,8,6,3,3,100,0,0,-,0,0,-,0,0,0,1,0,0,1,0,-3
Kent Bazemore,LAL,LAL @ PHX,03/13/2022,L,6,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,0,1,0,0,1,7
Jae Crowder,PHX,PHX vs. LAL,03/13/2022,W,28,11,4,10,40.0,3,8,37.5,0,0,-,1,4,5,1,2,2,1,2,34
Bogdan Bogdanovic,ATL,ATL vs. IND,03/13/2022,W,31,13,4,12,33.3,2,9,22.2,3,3,100,0,4,4,6,1,1,2,1,8
Delon Wright,ATL,ATL vs. IND,03/13/2022,W,13,2,1,1,100,0,0,-,0,0,-,0,4,4,0,0,0,0,0,3
Keifer Sykes,IND,IND @ ATL,03/13/2022,L,18,0,0,3,0.0,0,2,0.0,0,0,-,0,1,1,1,0,0,0,1,-14
Buddy Hield,IND,IND @ ATL,03/13/2022,L,39,25,9,20,45.0,2,7,28.6,5,6,83.3,0,4,4,5,1,0,2,5,4
Tyus Jones,MEM,MEM @ OKC,03/13/2022,W,18,12,5,9,55.6,2,4,50.0,0,0,-,0,2,2,3,3,0,1,1,6
Dillon Brooks,MEM,MEM @ OKC,03/13/2022,W,26,15,6,14,42.9,1,3,33.3,2,2,100,2,0,2,4,1,0,1,4,15
De'Anthony Melton,MEM,MEM @ OKC,03/13/2022,W,14,4,2,8,25.0,0,4,0.0,0,0,-,0,0,0,2,0,0,3,2,-3
Brandon Clarke,MEM,MEM @ OKC,03/13/2022,W,23,12,5,8,62.5,0,0,-,2,2,100,2,8,10,0,1,1,1,3,-8
Aleksej Pokusevski,OKC,OKC vs. MEM,03/13/2022,L,20,10,4,10,40.0,0,1,0.0,2,2,100,5,3,8,1,0,1,2,2,-1
Vit Krejci,OKC,OKC vs. MEM,03/13/2022,L,20,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,3,0,1,2,3,8
Lindy Waters III,OKC,OKC vs. MEM,03/13/2022,L,30,16,6,11,54.5,4,9,44.4,0,0,-,0,2,2,3,2,1,0,1,5
Tre Mann,OKC,OKC vs. MEM,03/13/2022,L,36,15,5,14,35.7,3,7,42.9,2,2,100,1,1,2,5,0,1,1,0,-15
Darius Bazley,OKC,OKC vs. MEM,03/13/2022,L,39,29,11,19,57.9,3,7,42.9,4,8,50.0,2,8,10,2,1,1,2,1,-1
Desmond Bane,MEM,MEM @ OKC,03/13/2022,W,31,21,7,15,46.7,3,5,60.0,4,4,100,3,5,8,2,1,0,0,2,8
Kyle Anderson,MEM,MEM @ OKC,03/13/2022,W,18,6,3,6,50.0,0,1,0.0,0,0,-,1,5,6,2,1,1,0,0,-13
Alec Burks,NYK,NYK @ BKN,03/13/2022,L,36,5,2,9,22.2,0,1,0.0,1,1,100,0,6,6,7,2,0,4,5,-14
Dorian Finney-Smith,DAL,DAL @ BOS,03/13/2022,W,38,19,7,11,63.6,4,7,57.1,1,2,50.0,0,4,4,3,2,1,2,1,3
Mikal Bridges,PHX,PHX vs. LAL,03/13/2022,W,29,18,8,13,61.5,1,2,50.0,1,1,100,4,2,6,3,1,0,0,0,25
Malik Monk,LAL,LAL @ PHX,03/13/2022,L,27,13,5,10,50.0,2,4,50.0,1,1,100,2,2,4,4,1,0,3,1,-35
Davis Bertans,DAL,DAL @ BOS,03/13/2022,W,6,3,1,3,33.3,1,3,33.3,0,0,-,0,3,3,0,1,0,0,0,5
Trey Burke,DAL,DAL @ BOS,03/13/2022,W,11,2,1,4,25.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-5
Bismack Biyombo,PHX,PHX vs. LAL,03/13/2022,W,11,3,1,2,50.0,0,0,-,1,2,50.0,1,2,3,0,0,1,1,4,-11
Spencer Dinwiddie,DAL,DAL @ BOS,03/13/2022,W,37,18,5,14,35.7,3,6,50.0,5,9,55.6,0,5,5,4,1,0,2,1,13
Marcus Smart,BOS,BOS vs. DAL,03/13/2022,L,34,15,4,12,33.3,1,4,25.0,6,6,100,0,7,7,4,1,1,3,0,-11
Jaylen Brown,BOS,BOS vs. DAL,03/13/2022,L,35,14,6,16,37.5,2,7,28.6,0,0,-,1,4,5,4,1,0,3,2,-3
Wayne Ellington,LAL,LAL @ PHX,03/13/2022,L,9,5,2,3,66.7,1,2,50.0,0,0,-,0,2,2,1,1,0,1,1,4
Aaron Holiday,PHX,PHX vs. LAL,03/13/2022,W,24,12,4,9,44.4,1,3,33.3,3,3,100,1,3,4,5,4,0,1,2,-6
Jayson Tatum,BOS,BOS vs. DAL,03/13/2022,L,41,21,7,23,30.4,3,10,30.0,4,5,80.0,4,7,11,4,0,0,2,0,3
Sterling Brown,DAL,DAL @ BOS,03/13/2022,W,4,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-4
Jalen Brunson,DAL,DAL @ BOS,03/13/2022,W,37,14,6,12,50.0,2,4,50.0,0,0,-,1,3,4,2,0,0,3,3,8
Duane Washington Jr.,IND,IND @ ATL,03/13/2022,L,34,22,8,17,47.1,4,9,44.4,2,2,100,0,3,3,3,1,0,4,1,-1
Deandre Ayton,PHX,PHX vs. LAL,03/13/2022,W,27,23,11,14,78.6,0,1,0.0,1,1,100,5,11,16,2,1,0,0,1,35
Wenyen Gabriel,LAL,LAL @ PHX,03/13/2022,L,12,5,1,3,33.3,0,0,-,3,5,60.0,2,1,3,2,0,0,1,1,0
Austin Reaves,LAL,LAL @ PHX,03/13/2022,L,25,10,2,4,50.0,1,2,50.0,5,6,83.3,0,4,4,0,1,0,1,0,-32
Ish Wainright,PHX,PHX vs. LAL,03/13/2022,W,12,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,1,2,0
Marcus Morris Sr.,LAC,LAC @ DET,03/13/2022,W,35,31,10,19,52.6,3,5,60.0,8,8,100,1,6,7,2,0,0,2,3,8
Reggie Jackson,LAC,LAC @ DET,03/13/2022,W,40,15,6,16,37.5,3,7,42.9,0,0,-,1,7,8,9,2,1,1,4,11
Jerami Grant,DET,DET vs. LAC,03/13/2022,L,37,21,7,15,46.7,4,8,50.0,3,3,100,0,5,5,1,0,1,2,4,1
Luke Kennard,LAC,LAC @ DET,03/13/2022,W,25,16,6,13,46.2,4,7,57.1,0,0,-,1,2,3,2,0,0,0,0,6
Isaiah Jackson,IND,IND @ ATL,03/13/2022,L,28,12,4,9,44.4,1,1,100,3,4,75.0,6,9,15,0,1,2,2,4,0
Jalen Smith,IND,IND @ ATL,03/13/2022,L,27,13,5,9,55.6,1,4,25.0,2,2,100,4,6,10,2,2,2,0,4,-1
Onyeka Okongwu,ATL,ATL vs. IND,03/13/2022,W,26,13,6,11,54.5,0,0,-,1,3,33.3,7,2,9,2,0,1,0,3,5
Avery Bradley,LAL,LAL @ PHX,03/13/2022,L,25,9,3,5,60.0,3,3,100,0,0,-,0,1,1,0,0,0,1,2,-5
Tobias Harris,PHI,PHI @ ORL,03/13/2022,W,44,26,10,18,55.6,3,5,60.0,3,3,100,1,8,9,2,0,1,0,0,12
James Harden,PHI,PHI @ ORL,03/13/2022,W,44,26,5,19,26.3,3,11,27.3,13,15,86.7,1,5,6,6,3,0,3,1,4
Payton Pritchard,BOS,BOS vs. DAL,03/13/2022,L,17,8,3,7,42.9,2,5,40.0,0,0,-,0,1,1,0,0,0,1,2,9
Josh Green,DAL,DAL @ BOS,03/13/2022,W,17,9,4,7,57.1,1,3,33.3,0,0,-,1,0,1,0,0,0,2,5,-10
Evan Fournier,NYK,NYK @ BKN,03/13/2022,L,34,25,9,13,69.2,5,8,62.5,2,2,100,0,2,2,5,1,0,3,3,-16
Andre Drummond,BKN,BKN vs. NYK,03/13/2022,W,27,18,8,8,100,0,0,-,2,5,40.0,3,7,10,0,0,1,3,2,-1
Torrey Craig,PHX,PHX vs. LAL,03/13/2022,W,20,11,5,8,62.5,1,3,33.3,0,0,-,2,6,8,0,0,1,2,4,-5
Sandro Mamukelashvili,MIL,MIL @ GSW,03/12/2022,L,3,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,1,7
Jeff Green,DEN,DEN vs. TOR,03/12/2022,L,24,13,6,7,85.7,0,1,0.0,1,4,25.0,0,2,2,1,0,1,2,3,-10
Will Barton,DEN,DEN vs. TOR,03/12/2022,L,32,16,7,13,53.8,2,4,50.0,0,0,-,1,4,5,4,0,0,4,4,-12
Davon Reed,DEN,DEN vs. TOR,03/12/2022,L,27,5,2,5,40.0,0,3,0.0,1,1,100,0,5,5,2,1,0,2,3,5
Precious Achiuwa,TOR,TOR @ DEN,03/12/2022,W,21,15,5,10,50.0,4,6,66.7,1,1,100,1,3,4,0,0,0,2,3,-2
Armoni Brooks,TOR,TOR @ DEN,03/12/2022,W,22,3,1,4,25.0,1,4,25.0,0,0,-,2,2,4,2,2,1,0,1,-7
Yuta Watanabe,TOR,TOR @ DEN,03/12/2022,W,1,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,0
Gary Trent Jr.,TOR,TOR @ DEN,03/12/2022,W,31,8,2,13,15.4,1,6,16.7,3,5,60.0,0,3,3,1,2,0,1,3,-6
Svi Mykhailiuk,TOR,TOR @ DEN,03/12/2022,W,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Nikola Jokic,DEN,DEN vs. TOR,03/12/2022,L,31,26,9,13,69.2,0,0,-,8,9,88.9,4,6,10,7,0,2,3,2,-4
Pascal Siakam,TOR,TOR @ DEN,03/12/2022,W,36,33,12,22,54.5,2,4,50.0,7,8,87.5,1,4,5,7,2,0,1,3,-1
Monte Morris,DEN,DEN vs. TOR,03/12/2022,L,28,9,4,6,66.7,0,1,0.0,1,2,50.0,0,2,2,6,0,0,1,0,-7
Moses Moody,GSW,GSW vs. MIL,03/12/2022,W,18,0,0,3,0.0,0,3,0.0,0,0,-,1,4,5,0,0,0,0,0,-14
Quinndary Weatherspoon,GSW,GSW vs. MIL,03/12/2022,W,2,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-5
Donte DiVincenzo,SAC,SAC @ UTA,03/12/2022,L,17,3,1,4,25.0,1,3,33.3,0,0,-,1,2,3,3,0,0,0,3,-7
Eric Paschall,UTA,UTA vs. SAC,03/12/2022,W,13,1,0,0,-,0,0,-,1,2,50.0,0,1,1,1,0,0,0,2,-5
Davion Mitchell,SAC,SAC @ UTA,03/12/2022,L,21,14,6,12,50.0,2,5,40.0,0,2,0.0,0,2,2,2,0,0,1,0,-4
Rudy Gay,UTA,UTA vs. SAC,03/12/2022,W,13,6,3,5,60.0,0,1,0.0,0,0,-,1,2,3,0,0,0,1,0,3
Jeremy Lamb,SAC,SAC @ UTA,03/12/2022,L,13,8,3,6,50.0,1,2,50.0,1,1,100,1,1,2,1,0,1,1,0,4
Maurice Harkless,SAC,SAC @ UTA,03/12/2022,L,8,0,0,0,-,0,0,-,0,0,-,0,1,1,0,1,0,0,1,1
Jordan Clarkson,UTA,UTA vs. SAC,03/12/2022,W,35,45,15,21,71.4,7,13,53.8,8,8,100,0,0,0,2,1,1,2,3,17
Jaden McDaniels,MIN,MIN @ MIA,03/12/2022,W,24,14,6,8,75.0,1,3,33.3,1,1,100,2,4,6,0,0,2,2,6,10
Markieff Morris,MIA,MIA vs. MIN,03/12/2022,L,17,6,3,7,42.9,0,2,0.0,0,0,-,0,4,4,1,0,0,4,2,6
Dewayne Dedmon,MIA,MIA vs. MIN,03/12/2022,L,15,2,1,4,25.0,0,1,0.0,0,0,-,2,6,8,0,0,1,1,3,-9
D'Angelo Russell,MIN,MIN @ MIA,03/12/2022,W,34,14,3,13,23.1,1,6,16.7,7,7,100,0,6,6,9,1,0,5,0,17
Taurean Prince,MIN,MIN @ MIA,03/12/2022,W,23,11,3,8,37.5,2,5,40.0,3,5,60.0,0,2,2,1,1,0,1,2,1
Jordan McLaughlin,MIN,MIN @ MIA,03/12/2022,W,21,5,2,5,40.0,0,1,0.0,1,1,100,0,1,1,3,3,0,0,1,-10
Gabe Vincent,MIA,MIA vs. MIN,03/12/2022,L,25,2,1,8,12.5,0,5,0.0,0,0,-,0,1,1,3,2,0,1,2,-22
Max Strus,MIA,MIA vs. MIN,03/12/2022,L,31,19,6,12,50.0,5,11,45.5,2,2,100,1,6,7,2,0,0,1,5,14
Tyler Herro,MIA,MIA vs. MIN,03/12/2022,L,37,30,8,19,42.1,6,10,60.0,8,8,100,0,7,7,2,2,0,1,1,11
Jaylen Nowell,MIN,MIN @ MIA,03/12/2022,W,22,16,6,13,46.2,2,5,40.0,2,2,100,0,0,0,1,0,0,0,0,-5
Naz Reid,MIN,MIN @ MIA,03/12/2022,W,24,11,3,8,37.5,1,2,50.0,4,4,100,3,7,10,1,3,2,1,1,-7
Danuel House Jr.,UTA,UTA vs. SAC,03/12/2022,W,25,7,2,3,66.7,2,3,66.7,1,2,50.0,1,2,3,0,0,1,0,1,-5
Stephen Curry,GSW,GSW vs. MIL,03/12/2022,W,33,8,3,7,42.9,2,4,50.0,0,0,-,1,4,5,8,1,1,4,1,14
Jrue Holiday,MIL,MIL @ GSW,03/12/2022,L,33,13,5,11,45.5,2,5,40.0,1,2,50.0,0,1,1,7,2,0,2,1,-16
Wesley Matthews,MIL,MIL @ GSW,03/12/2022,L,23,0,0,5,0.0,0,4,0.0,0,0,-,1,2,3,1,0,0,0,1,-3
Giannis Antetokounmpo,MIL,MIL @ GSW,03/12/2022,L,34,31,9,17,52.9,1,4,25.0,12,18,66.7,1,7,8,3,0,1,1,2,-26
Thanasis Antetokounmpo,MIL,MIL @ GSW,03/12/2022,L,3,4,2,3,66.7,0,0,-,0,0,-,1,1,2,0,0,0,0,0,7
Kevon Looney,GSW,GSW vs. MIL,03/12/2022,W,23,2,1,2,50.0,0,0,-,0,0,-,0,9,9,4,0,2,1,5,18
DeAndre' Bembry,MIL,MIL @ GSW,03/12/2022,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,1,0,0,1,0
Damion Lee,GSW,GSW vs. MIL,03/12/2022,W,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-7
Chris Chiozza,GSW,GSW vs. MIL,03/12/2022,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-7
Juan Toscano-Anderson,GSW,GSW vs. MIL,03/12/2022,W,3,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,0,0,-7
Jordan Nwora,MIL,MIL @ GSW,03/12/2022,L,11,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,1,0,0,0,0,6
Facundo Campazzo,DEN,DEN vs. TOR,03/12/2022,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Hassan Whiteside,UTA,UTA vs. SAC,03/12/2022,W,35,12,5,6,83.3,0,0,-,2,6,33.3,4,17,21,1,1,3,1,4,14
Jordan Poole,GSW,GSW vs. MIL,03/12/2022,W,35,30,9,16,56.3,5,10,50.0,7,7,100,0,6,6,5,1,0,1,2,26
Jonathan Kuminga,GSW,GSW vs. MIL,03/12/2022,W,28,14,6,16,37.5,0,3,0.0,2,2,100,5,6,11,1,0,1,1,3,4
Thaddeus Young,TOR,TOR @ DEN,03/12/2022,W,23,9,4,6,66.7,0,1,0.0,1,1,100,1,2,3,3,3,0,1,2,12
DeMarcus Cousins,DEN,DEN vs. TOR,03/12/2022,L,16,7,1,6,16.7,0,2,0.0,5,5,100,0,5,5,1,1,1,3,1,-8
Austin Rivers,DEN,DEN vs. TOR,03/12/2022,L,24,8,2,4,50.0,2,3,66.7,2,2,100,1,1,2,4,1,0,1,1,-10
JaMychal Green,DEN,DEN vs. TOR,03/12/2022,L,20,6,3,6,50.0,0,1,0.0,0,0,-,1,2,3,0,0,1,2,4,-5
Khem Birch,TOR,TOR @ DEN,03/12/2022,W,21,8,3,6,50.0,0,0,-,2,2,100,6,2,8,0,0,0,1,2,19
Bryn Forbes,DEN,DEN vs. TOR,03/12/2022,L,15,8,3,6,50.0,2,5,40.0,0,0,-,0,2,2,0,0,0,0,1,-2
Chris Boucher,TOR,TOR @ DEN,03/12/2022,W,30,21,8,15,53.3,1,5,20.0,4,5,80.0,9,4,13,0,1,4,0,3,15
Bones Hyland,DEN,DEN vs. TOR,03/12/2022,L,19,17,6,12,50.0,5,7,71.4,0,1,0.0,2,1,3,7,1,0,1,4,-7
Scottie Barnes,TOR,TOR @ DEN,03/12/2022,W,39,25,11,20,55.0,2,4,50.0,1,3,33.3,3,5,8,10,2,1,1,3,15
Dalano Banton,TOR,TOR @ DEN,03/12/2022,W,17,2,1,4,25.0,0,0,-,0,0,-,0,2,2,5,0,0,0,3,15
Ish Smith,WAS,WAS @ POR,03/12/2022,L,25,10,5,7,71.4,0,1,0.0,0,0,-,1,3,4,5,1,0,3,2,-8
Tomas Satoransky,WAS,WAS @ POR,03/12/2022,L,16,0,0,5,0.0,0,2,0.0,0,0,-,1,3,4,4,2,1,2,1,7
Anthony Edwards,MIN,MIN @ MIA,03/12/2022,W,36,15,4,10,40.0,3,8,37.5,4,4,100,0,8,8,5,3,1,1,1,5
Haywood Highsmith,MIA,MIA vs. MIN,03/12/2022,L,5,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,8
Duncan Robinson,MIA,MIA vs. MIN,03/12/2022,L,17,3,1,6,16.7,1,6,16.7,0,0,-,0,0,0,4,0,0,0,3,-21
Josh Okogie,MIN,MIN @ MIA,03/12/2022,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Bam Adebayo,MIA,MIA vs. MIN,03/12/2022,L,33,19,7,12,58.3,0,0,-,5,9,55.6,2,10,12,4,3,0,4,2,0
Malik Beasley,MIN,MIN @ MIA,03/12/2022,W,31,12,4,9,44.4,4,9,44.4,0,0,-,0,3,3,1,1,0,1,4,20
Karl-Anthony Towns,MIN,MIN @ MIA,03/12/2022,W,25,15,4,9,44.4,1,3,33.3,6,8,75.0,1,9,10,0,0,0,3,4,14
P.J. Tucker,MIA,MIA vs. MIN,03/12/2022,L,23,6,3,7,42.9,0,1,0.0,0,0,-,4,3,7,0,0,0,3,4,-25
Kyle Lowry,MIA,MIA vs. MIN,03/12/2022,L,37,14,4,12,33.3,2,8,25.0,4,6,66.7,2,5,7,7,0,0,3,2,-7
Isaiah Jackson,IND,IND @ SAS,03/12/2022,W,24,15,5,11,45.5,0,1,0.0,5,5,100,1,4,5,0,1,2,2,3,16
Chris Duarte,IND,IND @ SAS,03/12/2022,W,34,15,5,9,55.6,3,5,60.0,2,2,100,1,7,8,1,0,0,1,3,7
Nemanja Bjelica,GSW,GSW vs. MIL,03/12/2022,W,22,6,2,5,40.0,0,1,0.0,2,2,100,1,4,5,5,0,0,0,4,2
Jock Landale,SAS,SAS vs. IND,03/12/2022,L,35,26,12,15,80.0,1,4,25.0,1,2,50.0,4,3,7,2,2,0,1,1,-5
Oshae Brissett,IND,IND @ SAS,03/12/2022,W,27,9,3,4,75.0,1,1,100,2,2,100,1,6,7,0,1,0,0,1,10
Keita Bates-Diop,SAS,SAS vs. IND,03/12/2022,L,8,2,1,2,50.0,0,0,-,0,0,-,0,3,3,0,0,0,0,1,-15
Keifer Sykes,IND,IND @ SAS,03/12/2022,W,17,9,3,6,50.0,1,2,50.0,2,2,100,0,0,0,3,0,0,0,2,8
Josh Richardson,SAS,SAS vs. IND,03/12/2022,L,36,16,6,20,30.0,2,7,28.6,2,2,100,3,4,7,4,1,1,1,3,-20
Doug McDermott,SAS,SAS vs. IND,03/12/2022,L,3,5,1,2,50.0,0,0,-,3,3,100,0,0,0,0,0,0,1,0,3
Evan Mobley,CLE,CLE @ CHI,03/12/2022,L,39,17,8,17,47.1,1,3,33.3,0,0,-,2,5,7,1,1,2,3,2,7
Ayo Dosunmu,CHI,CHI vs. CLE,03/12/2022,W,36,17,7,10,70.0,3,4,75.0,0,0,-,0,2,2,3,2,2,2,5,3
Isaac Okoro,CLE,CLE @ CHI,03/12/2022,L,34,6,2,5,40.0,0,1,0.0,2,2,100,1,2,3,2,2,0,1,1,11
Dean Wade,CLE,CLE @ CHI,03/12/2022,L,21,7,3,7,42.9,1,3,33.3,0,0,-,0,3,3,1,0,0,0,3,-7
Troy Brown Jr.,CHI,CHI vs. CLE,03/12/2022,W,9,0,0,1,0.0,0,0,-,0,0,-,0,2,2,0,0,0,0,1,10
Tristan Thompson,CHI,CHI vs. CLE,03/12/2022,W,14,5,2,3,66.7,0,0,-,1,1,100,1,5,6,0,0,0,0,2,13
Ed Davis,CLE,CLE @ CHI,03/12/2022,L,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-6
Rajon Rondo,CLE,CLE @ CHI,03/12/2022,L,17,8,3,5,60.0,0,1,0.0,2,3,66.7,1,0,1,1,0,0,0,0,-20
Thomas Bryant,WAS,WAS @ POR,03/12/2022,L,23,9,2,4,50.0,0,1,0.0,5,5,100,1,3,4,1,0,3,0,1,2
Rui Hachimura,WAS,WAS @ POR,03/12/2022,L,17,12,4,7,57.1,2,4,50.0,2,2,100,0,2,2,0,1,0,3,0,-9
Drew Eubanks,POR,POR vs. WAS,03/12/2022,W,39,20,9,14,64.3,0,1,0.0,2,2,100,4,8,12,3,0,1,2,2,2
CJ Elleby,POR,POR vs. WAS,03/12/2022,W,37,10,4,9,44.4,1,3,33.3,1,1,100,3,2,5,2,1,0,2,4,12
Brandon Williams,POR,POR vs. WAS,03/12/2022,W,40,10,4,15,26.7,1,5,20.0,1,2,50.0,1,4,5,4,1,1,1,1,8
Greg Brown III,POR,POR vs. WAS,03/12/2022,W,17,9,3,6,50.0,1,2,50.0,2,2,100,1,2,3,0,1,1,1,5,0
Keon Johnson,POR,POR vs. WAS,03/12/2022,W,15,6,2,5,40.0,2,3,66.7,0,0,-,1,0,1,2,1,0,1,1,-12
Corey Kispert,WAS,WAS @ POR,03/12/2022,L,39,15,6,9,66.7,3,6,50.0,0,1,0.0,0,5,5,1,0,2,0,0,-4
Javonte Green,CHI,CHI vs. CLE,03/12/2022,W,26,12,3,7,42.9,2,2,100,4,4,100,2,6,8,0,2,1,1,2,-14
Nikola Vucevic,CHI,CHI vs. CLE,03/12/2022,W,34,20,9,19,47.4,2,5,40.0,0,1,0.0,2,12,14,0,1,1,3,3,-3
Andrew Wiggins,GSW,GSW vs. MIL,03/12/2022,W,36,21,8,16,50.0,3,8,37.5,2,2,100,4,3,7,4,0,2,1,2,14
Jevon Carter,MIL,MIL @ GSW,03/12/2022,L,26,9,3,4,75.0,3,4,75.0,0,0,-,0,2,2,3,1,1,0,0,4
Grayson Allen,MIL,MIL @ GSW,03/12/2022,L,28,12,4,11,36.4,4,9,44.4,0,0,-,0,3,3,3,0,0,0,2,-16
Damian Jones,SAC,SAC @ UTA,03/12/2022,L,25,6,2,2,100,0,0,-,2,2,100,0,2,2,3,1,1,0,4,10
Markus Howard,DEN,DEN vs. TOR,03/12/2022,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Jared Butler,UTA,UTA vs. SAC,03/12/2022,W,12,5,2,6,33.3,1,4,25.0,0,0,-,1,1,2,4,0,0,1,3,3
Chimezie Metu,SAC,SAC @ UTA,03/12/2022,L,23,12,4,8,50.0,0,3,0.0,4,5,80.0,0,5,5,3,1,0,0,2,6
De'Aaron Fox,SAC,SAC @ UTA,03/12/2022,L,41,41,15,32,46.9,5,11,45.5,6,6,100,0,3,3,11,2,1,2,4,-9
Donovan Mitchell,UTA,UTA vs. SAC,03/12/2022,W,36,25,11,22,50.0,1,6,16.7,2,5,40.0,1,4,5,6,2,0,3,3,6
Royce O'Neale,UTA,UTA vs. SAC,03/12/2022,W,35,7,3,7,42.9,1,4,25.0,0,0,-,1,4,5,5,0,0,0,3,6
Trey Lyles,SAC,SAC @ UTA,03/12/2022,L,24,13,5,9,55.6,1,3,33.3,2,2,100,3,2,5,1,0,0,2,1,-9
Richaun Holmes,SAC,SAC @ UTA,03/12/2022,L,23,7,3,8,37.5,0,0,-,1,1,100,2,4,6,1,0,0,0,0,-19
Harrison Barnes,SAC,SAC @ UTA,03/12/2022,L,35,18,7,12,58.3,2,5,40.0,2,2,100,1,3,4,2,1,0,1,4,-14
